,Title,Society,Locality,Region,Country,Total Price,Price per Sqft,latitude,longitude,No of Rooms,Residence Type,Seller Name,Description,Site URL
1236,2 BHK Apartment for Sale in Kondapur Hyderabad,SMR Vinay Iconia,Kondapur,Hyderabad,IN,₹1.35 Cr,"₹9,643 per sqft",17.46965674,78.33441842,2.0,Apartment,Gopi Krishna,,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondapur-in-Hyderabad&id=4d423732323330313931
1237,2 BHK Apartment for Sale in Chanda Nagar Hyderabad,Aparna Hill Park,,Hyderabad,IN,₹75 Lac,"₹7,500 per sqft",17.50196,78.335105,2.0,Apartment,gaurav,,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Chanda-Nagar-in-Hyderabad&id=4d423638313434373231
1238,2 BHK Apartment for Sale in Bowenpally Hyderabad,Sai Krishna Residency,Bowenpally,Hyderabad,IN,₹38 Lac,"₹3,800 per sqft",17.4733,78.48642,2.0,Apartment,Sri Vani Vemula,,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Bowenpally-in-Hyderabad&id=4d423832393531313437
1239,2 BHK Apartment for Sale in Chanda Nagar Hyderabad,Aparna Hill Park Avenues,,Hyderabad,IN,₹1.10 Cr,"₹8,627 per sqft",17.495596,78.324149,2.0,Apartment,Sourav Datta Sourav Datta,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Chanda-Nagar-in-Hyderabad&id=4d423831333738313537
1240,2 BHK House for Sale in Sri Sai Nagar Hyderabad,,,Hyderabad,IN,₹32.9 Lac,,,,2.0,SingleFamilyResidence,Dr Rk Sharma,,https://www.magicbricks.com/propertyDetails/2-BHK-Residential-House-FOR-Sale-in-Hyderabad&id=4d423637373932393131
1241,"2 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",Vasavi Lake City,Hafeezpet,Hyderabad,IN,₹1.05 Cr,"₹8,537 per sqft",17.485805,78.352671,2.0,Apartment,Sharath,"This beautiful 2 bhk flat in hafeezpet, hyderabad is situated in vasavi lake city, one of the popular residential society in hyderabad. This is a northFacing property. The floor plan additionally contains 2 bedrooms, 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1230 sq.Ft. The flat has a total of 14 floors and this property is situated on 9th floor. This residential property is still under construction and will be available for possession within 3 months. The beautifully designed vitrified flooring enhances the beauty of the flat. Proximity to land",https://www.magicbricks.com/propertyDetails/2-BHK-1230-Sq-ft-Multistorey-Apartment-FOR-Sale-Hafeezpet-in-Hyderabad&id=4d423832393536323433
1242,2 BHK Apartment for Sale in Yapral Hyderabad,Gks Habitat Royale,Yapral,Hyderabad,IN,₹50 Lac,"₹4,762 per sqft",17.510009,78.542592,2.0,Apartment,Krishnaveni Kuthadi,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-Yapral-in-Hyderabad&id=4d423737323236323439
1243,2 BHK Apartment for Sale in Kistareddypet Hyderabad,,Kistareddypet,Hyderabad,IN,₹48 Lac,"₹4,364 per sqft",17.542205810546875,78.29562377929688,2.0,Apartment,Krishna Murthy,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Kistareddypet-in-Hyderabad&id=4d423832323338383837
1244,2 BHK Apartment for Sale in Pothireddipally Hyderabad,,Pothireddipally,Hyderabad,IN,₹45 Lac,"₹3,814 per sqft",17.92734024,78.26243543,2.0,Apartment,Sai Charan,"East and North facing Flats with Vaastu Compliant, CCTV, Good Ventilation, Generator Backup, Lift and Solar Fencing",https://www.magicbricks.com/propertyDetails/2-BHK-1180-Sq-ft-Multistorey-Apartment-FOR-Sale-Pothireddipally-in-Hyderabad&id=4d423733363835343233
1245,2 BHK Apartment for Sale in Nalagandla Hyderabad,Aparna Sarovar Zenith,Nallagandla,Hyderabad,IN,₹1.30 Cr,"₹9,962 per sqft",17.4633553,78.306611,2.0,Apartment,D Sastry,"Good location , close to main road, Built by Aparna construction the no.1 firm in HYDERABAD.",https://www.magicbricks.com/propertyDetails/2-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Sale-Nallagandla-in-Hyderabad&id=4d423632393539313335
1246,2 BHK Apartment for Sale in Rajendranagar Mandal Hyderabad,SMR Vinay Harmony County Phase 1,Rajendranagar Mandal,Hyderabad,IN,₹1.15 Cr,,17.308096,78.39665,2.0,Apartment,Madhav Mishra,spacious 2.5 BHK with 2 car park .20 minute drive to Financial dist and Banjara Hills.Good school just 5 minute walking distance . 20 minute to airport and lush green environment,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajendra-Nagar-in-Hyderabad&id=4d423832313038333431
1247,"2 BHK Apartment for Sale in Dandamudi Enclave, Jeedimetla Hyderabad",,Dandamudi Enclave,Hyderabad,IN,₹53.3 Lac,"₹4,696 per sqft",17.5173854,78.475582,2.0,Apartment,Anbu,,https://www.magicbricks.com/propertyDetails/2-BHK-1135-Sq-ft-Multistorey-Apartment-FOR-Sale-Dandamudi-Enclave-in-Hyderabad&id=4d423637373933363931
1248,2 BHK Apartment for Sale in Kondapur Hyderabad,Sais Srujana Residency,Kondapur,Hyderabad,IN,₹95 Lac,"₹8,261 per sqft",17.4665697,78.367542,2.0,Apartment,P SAI BABU,,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondapur-in-Hyderabad&id=4d423832393036323433
1249,2 BHK House for Sale in Patancheruvu Hyderabad,,Patancheru,Hyderabad,IN,₹98.5 Lac,"₹9,120 per sqft",17.513125,78.259694,2.0,SingleFamilyResidence,shiva madivala,"Navya sruthi community , Indresham Dargs , Patancheru",https://www.magicbricks.com/propertyDetails/2-BHK-1080-Sq-ft-Residential-House-FOR-Sale-Patancheru-in-Hyderabad&id=4d423739363630363737
1250,2 BHK Apartment for Sale in Sri Sai Nagar Canara Nagar Hyderabad,,Sri Sai Nagar Canara Nagar,Hyderabad,IN,₹50 Lac,"₹4,831 per sqft",17.40535545349121,78.59628295898438,2.0,Apartment,SHADA VENUGOPAL,"Multistorey apartment is available for sale. It has covered area of 1035 sq-ft, it is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1035-Sq-ft-Multistorey-Apartment-FOR-Sale-Sri-Sai-Nagar-Canara-Nagar-in-Hyderabad&id=4d423639323831333431
1251,2 BHK Apartment for Sale in Bachupally Hyderabad,Urbanrise On Cloud 33,Bachupally,Hyderabad,IN,₹1.05 Cr,"₹9,459 per sqft",17.551816,78.3860695,2.0,Apartment,abhijeet modak,"Multistorey apartment 2.5 BHK is available for sale. It is in one of the prime location properties. All the major hospitals, malls, schools, and colleges are in and around. Only interested customers can contact for more details. Its a primium flat on 27th floor.",https://www.magicbricks.com/propertyDetails/2-BHK-1110-Sq-ft-Multistorey-Apartment-FOR-Sale-Bachupally-in-Hyderabad&id=4d423739343731363535
1252,"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",My Home Avatar,Narsingi,Hyderabad,IN,₹1.52 Cr,"₹11,568 per sqft",17.3925725445495,78.3271569428647,2.0,Apartment,Trapti Saxena,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1314-Sq-ft-Multistorey-Apartment-FOR-Sale-Narsingi-in-Hyderabad&id=4d423832393534393431
1253,2 BHK Apartment for Sale in Nanakaramguda Hyderabad,Nanakramguda,Nanakram Guda,Hyderabad,IN,₹1.05 Cr,"₹7,991 per sqft",17.412543,78.337875,2.0,Apartment,Ankit Dave,,https://www.magicbricks.com/propertyDetails/2-BHK-1314-Sq-ft-Multistorey-Apartment-FOR-Sale-Nanakram-Guda-in-Hyderabad&id=4d423638313936313937
1254,"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",RV Dharmista,Miyapur,Hyderabad,IN,₹76.3 Lac,"₹6,399 per sqft",17.5210925,78.3442965,2.0,Apartment,Dipak Vasantrao Amrutkar ,,https://www.magicbricks.com/propertyDetails/2-BHK-1192-Sq-ft-Multistorey-Apartment-FOR-Sale-Miyapur-in-Hyderabad&id=4d423638313935353237
1255,"2 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",Vasavi Lake City,Hafeezpet,Hyderabad,IN,₹1.05 Cr,"₹8,571 per sqft",17.485805,78.352671,2.0,Apartment,Murthy Sannidhi,East facing premium corner flat available for resale. property under construction offering less price compare to builder present quote,https://www.magicbricks.com/propertyDetails/2-BHK-1225-Sq-ft-Multistorey-Apartment-FOR-Sale-Hafeezpet-in-Hyderabad&id=4d423730333736313831
1256,"2 BHK House for Sale in Mansoorabad, NH 9 Hyderabad",,Mansoorabad,Hyderabad,IN,₹1 Cr,"₹9,662 per sqft",17.34992747,78.56232071,2.0,SingleFamilyResidence,Krishnakanth,,https://www.magicbricks.com/propertyDetails/2-BHK-115-Sq-yrd-Residential-House-FOR-Sale-Mansoorabad-in-Hyderabad&id=4d423830343537303135
1257,2 BHK Apartment for Sale in Patancheruvu Hyderabad,Incor Lake City,Patancheru,Hyderabad,IN,₹70 Lac,"₹6,358 per sqft",17.513125,78.259694,2.0,Apartment,Satyanarayana,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1101-Sq-ft-Multistorey-Apartment-FOR-Sale-Patancheru-in-Hyderabad&id=4d423832393336333635
1258,2 BHK Apartment for Sale in Moti Nagar Erragadda Hyderabad,Brigade Citadel,Moti Nagar,Hyderabad,IN,₹1.60 Cr,"₹11,713 per sqft",17.4464575,78.4185155,2.0,Apartment,PRASAD,"Near to Metro and Mmts station with 3km,",https://www.magicbricks.com/propertyDetails/2-BHK-1366-Sq-ft-Multistorey-Apartment-FOR-Sale-Moti-Nagar-in-Hyderabad&id=4d423639393935313839
1259,2 BHK Apartment for Sale in Power Welfare Society Hyderabad,The Retreat,Power Welfare Society,Hyderabad,IN,₹1.30 Cr,"₹10,484 per sqft",17.3884537,78.3494542,2.0,Apartment,Pallavi Rayala,"This 2bedroom, eastfacing house offers a wonderful combination of modern design, convenience, and comfort that would appeal to both individuals and families alike. From the moment you walk in, its clear that the home has been thoughtfully crafted to make the most of every square foot, providing a sense of spaciousness and warmth.",https://www.magicbricks.com/propertyDetails/2-BHK-1240-Sq-ft-Multistorey-Apartment-FOR-Sale-Power-Welfare-Society-in-Hyderabad&id=4d423735393038363931
1260,"2 BHK House for Sale in Vanasthalipuram, NH 9 Hyderabad",,Vanasthalipuram,Hyderabad,IN,₹1.15 Cr,,17.323888778686523,78.57563018798828,2.0,SingleFamilyResidence,Klr,A residential house is available for sale. It is a good location. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Sale-Vanasthalipuram-in-Hyderabad&id=4d423733383535303537
1261,2 BHK Apartment for Sale in Padmavathi Nagar Hayathnagar Khalsa Hyderabad,,Padmavathi Nagar,Hyderabad,IN,₹57 Lac,"₹4,872 per sqft",17.32979965209961,78.59242248535156,2.0,Apartment,ajay KUMAR,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1170-Sq-ft-Multistorey-Apartment-FOR-Sale-Padmavathi-Nagar-in-Hyderabad&id=4d423735373735373131
1262,"2 BHK Apartment for Sale in LB Nagar, NH 9 Hyderabad",TNR Sulakshna,LB Nagar,Hyderabad,IN,₹87 Lac,"₹7,367 per sqft",17.330688,78.550483,2.0,Apartment,Murali,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1181-Sq-ft-Multistorey-Apartment-FOR-Sale-LB-Nagar-in-Hyderabad&id=4d423832333232363933
1263,2 BHK Apartment for Sale in Geetha Nagar Hyderabad,,,Hyderabad,IN,₹54.5 Lac,"₹4,698 per sqft",,,2.0,Apartment,Pankaj,,https://www.magicbricks.com/propertyDetails/2-BHK-1160-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423637373939363835
1264,2 BHK Apartment for Sale in Gachibowli CUC Hyderabad,,,Hyderabad,IN,₹69.5 Lac,"₹4,696 per sqft",,,2.0,Apartment,Mr Prithviraj,,https://www.magicbricks.com/propertyDetails/2-BHK-1480-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423637373939343933
1265,2 BHK Apartment for Sale in Vasavi Colony Hyderabad,,,Hyderabad,IN,₹54 Lac,"₹4,696 per sqft",,,2.0,Apartment,Ishu Hooda,,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423637373938393133
1266,"2 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",Aakriti Honey dew,Tellapur,Hyderabad,IN,₹1 Cr,"₹7,663 per sqft",17.45674,78.290459,2.0,Apartment,Vijay Kumar,Multistorey apartment is available for sale. Semi furnished flat with all amenities and car and bike parking included.,https://www.magicbricks.com/propertyDetails/2-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Sale-Tellapur-in-Hyderabad&id=4d423832393930323435
1267,"2 BHK House for Sale in Indresham, Bachuguda Hyderabad",,Indresham,Hyderabad,IN,₹1.20 Cr,"₹3,75,000 per sqft",17.569432,78.2535764,2.0,SingleFamilyResidence,Sej Anil Goswami,ground floor commercial,https://www.magicbricks.com/propertyDetails/2-BHK-32-Sq-ft-Residential-House-FOR-Sale-Indresham-in-Hyderabad&id=4d423739343738363439
1268,2 BHK Apartment for Sale in Patancheruvu Hyderabad,Ramky One Symphony,Patancheru,Hyderabad,IN,₹1.04 Cr,"₹8,221 per sqft",17.513125,78.259694,2.0,Apartment,DanielJennings,,https://www.magicbricks.com/propertyDetails/2-BHK-1265-Sq-ft-Multistorey-Apartment-FOR-Sale-Patancheru-in-Hyderabad&id=4d423832393834313439
1269,2 BHK Villa for Sale in Shamshabad Mamidipally Road Hyderabad,,Shamshabad Mamidipally Road,Hyderabad,IN,₹2 Cr,"₹6,452 per sqft",17.25949478149414,78.42218780517578,2.0,SingleFamilyResidence,Raghuvaran,Duplex Villa for sale 77 lakhs. SA Group Ventures . pls contact,https://www.magicbricks.com/propertyDetails/2-BHK-3100-Sq-ft-Villa-FOR-Sale-Shamshabad-Mamidipally-Road-in-Hyderabad&id=4d423738343131333537
1270,2 BHK Apartment for Sale in Bachupally Hyderabad,Urbanrise On Cloud 33,Bachupally,Hyderabad,IN,₹98 Lac,"₹8,829 per sqft",17.551816,78.3860695,2.0,Apartment,Raghava,"Spacious 2.5 BHK, 1110 sq.ft. apartment for sale in Urbanrise On Cloud 33, Bachupally, Hyderabad. Westfacing unit on the 13th floor of a 33storey readytomovein tower. Priced at 98 Lakhs with no brokerage. Features 2.5 bedrooms, 2 bathrooms, 1 balcony, and ample car parking. Enjoy modern amenities like swimming pool, clubhouse, gym, park, childrens play area, 247 security, CCTV, lifts, intercom, WiFi, fire safety, gas pipeline, servant room, visitor parking, housekeeping, sewage treatment, and rainwater harvesting. A wellconnected, amenityrich home offering comfort and convenience in Bachupal",https://www.magicbricks.com/propertyDetails/2-BHK-1110-Sq-ft-Multistorey-Apartment-FOR-Sale-Bachupally-in-Hyderabad&id=4d423832393834313337
1271,2 BHK Apartment for Sale in Sujith Apartments Hyderabad,,,Hyderabad,IN,₹72 Lac,"₹5,806 per sqft",,,2.0,Apartment,Swati,"Only 15 flats,marble flooring, modular kitchen, woodwork cupboards for maximum storage, crockery cupboard, Vasthu complaint, 2nd floor.",https://www.magicbricks.com/propertyDetails/2-BHK-1240-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423734363830393633
1272,2 BHK Apartment for Sale in Tatti Khana Hyderabad,,Tatti Khana,Hyderabad,IN,₹51 Lac,"₹4,696 per sqft",17.3649695473551,78.6242712914077,2.0,Apartment,Nagma shaikh,,https://www.magicbricks.com/propertyDetails/2-BHK-1086-Sq-ft-Multistorey-Apartment-FOR-Sale-Tatti-Khana-in-Hyderabad&id=4d423637373935353237
1273,2 BHK Apartment for Sale in Mayur Marg Hyderabad,Jamuna Sadan Begumpet,Mayur Marg,Hyderabad,IN,₹46.1 Lac,"₹4,695 per sqft",17.4419690702271,78.4617193657139,2.0,Apartment,Mohammed Irfan,,https://www.magicbricks.com/propertyDetails/2-BHK-982-Sq-ft-Multistorey-Apartment-FOR-Sale-Mayur-Marg-in-Hyderabad&id=4d423637373935333833
1274,2 BHK Apartment for Sale in Manikonda Road Hyderabad,,Manikonda Road,Hyderabad,IN,₹58 Lac,"₹11,600 per sqft",17.40785789489746,78.38077545166016,2.0,Apartment,samata ,prime area,https://www.magicbricks.com/propertyDetails/2-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-Manikonda-Road-in-Hyderabad&id=4d423735373630333535
1275,"2 BHK Apartment for Sale in Sanath Nagar, NH 9 Hyderabad",Lodha Casa Paradiso,Sanath Nagar,Hyderabad,IN,₹1.45 Cr,"₹10,530 per sqft",17.4553875,78.4489977,2.0,Apartment,Rajib,,https://www.magicbricks.com/propertyDetails/2-BHK-1377-Sq-ft-Multistorey-Apartment-FOR-Sale-Sanath-Nagar-in-Hyderabad&id=4d423735393636353331
1276,2 BHK Apartment for Sale in Mahadevpur Colony Hyderabad,Empire Oasis,Mahadevpur Colony,Hyderabad,IN,₹69.5 Lac,"₹4,894 per sqft",17.539549,78.40937,2.0,Apartment,Sreeram,Kukatpally hyderabad.,https://www.magicbricks.com/propertyDetails/2-BHK-1420-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahadevpur-Colony-in-Hyderabad&id=4d423732343239343531
1277,2 BHK Apartment for Sale in Matrusri Nagar Hyderabad,,,Hyderabad,IN,₹53.9 Lac,"₹4,699 per sqft",,,2.0,Apartment,Manoj Kumar Bhukya,,https://www.magicbricks.com/propertyDetails/2-BHK-1147-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423637373939333037
1278,2 BHK Apartment for Sale in Hyderabad,,,Hyderabad,IN,₹46.8 Lac,"₹4,704 per sqft",,,2.0,Apartment,Manohar M,,https://www.magicbricks.com/propertyDetails/2-BHK-995-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423637373939323933
1279,2 BHK Apartment for Sale in Srinivasa Nagar-Padamrao Nagar Hyderabad,,,Hyderabad,IN,₹57.2 Lac,"₹4,696 per sqft",,,2.0,Apartment,mahendra,,https://www.magicbricks.com/propertyDetails/2-BHK-1218-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423637373939323633
1280,2 BHK Apartment for Sale in Hyderabad,,,Hyderabad,IN,₹54 Lac,"₹4,696 per sqft",,,2.0,Apartment,Sandeep,,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423637383034353733
1281,"2 BHK Apartment for Sale in Dandamudi Enclave, Jeedimetla Hyderabad",,Dandamudi Enclave,Hyderabad,IN,₹53.3 Lac,"₹4,696 per sqft",17.5173854,78.475582,2.0,Apartment,Ananta,,https://www.magicbricks.com/propertyDetails/2-BHK-1135-Sq-ft-Multistorey-Apartment-FOR-Sale-Dandamudi-Enclave-in-Hyderabad&id=4d423637373933363837
1282,2 BHK Apartment for Sale in Kistareddypet Hyderabad,,Kistareddypet,Hyderabad,IN,₹39 Lac,"₹3,824 per sqft",17.457611083984375,78.45233154296875,2.0,Apartment,Kalyan N,"High Growth Corridor Zone and Multiple Use Zone, One kilometer Distance to reputed Schools and Colleges,0.5 kilometer to Ring Road Exit No 4,1.5 Kilometer to Medical Device Park SEZ,100 Feet to 100 Feet Bheeramguda, Kistareddypet Road, Easy to commute any time, Friendly Environment, East North Corner Flat with two roads Facing and Full Ventilation, 24hours security with camera and water meters available for systematic billing, The property is adjacent line of the Balaji Tejaram Mitai Bandar.",https://www.magicbricks.com/propertyDetails/2-BHK-1020-Sq-ft-Multistorey-Apartment-FOR-Sale-Kistareddypet-in-Hyderabad&id=4d423539393932383531
1283,"2 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",NSL East County,Uppal,Hyderabad,IN,₹1.50 Cr,"₹11,278 per sqft",17.4035481,78.5636225,2.0,Apartment,Sridhar Rao Nagu,,https://www.magicbricks.com/propertyDetails/2-BHK-1330-Sq-ft-Multistorey-Apartment-FOR-Sale-Uppal-in-Hyderabad&id=4d423733353030393833
1284,2 BHK Apartment for Sale in Hyderaguda Hyderabad,Laharis Fort View,Hyderguda,Hyderabad,IN,₹75 Lac,"₹6,224 per sqft",17.3597498,78.3923913,2.0,Apartment,ashutosh,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1205-Sq-ft-Multistorey-Apartment-FOR-Sale-Hyderaguda-Attapur-in-Hyderabad&id=4d423731303236363231
1285,2 BHK House for Sale in Kandukur PS Road Hyderabad,,Kandukur PS Road,Hyderabad,IN,₹1.05 Cr,"₹6,986 per sqft",17.06964111328125,78.48172760009766,2.0,SingleFamilyResidence,Vishweswar reddy,"G 1 house, first floor semiconstructed with walls. Northfacing corner house. 2 side CC road. 50 meters from main road and 1 km from srisailam highway.",https://www.magicbricks.com/propertyDetails/2-BHK-167-Sq-yrd-Residential-House-FOR-Sale-Kandukur-PS-Road-in-Hyderabad&id=4d423830343733313831
1286,2 BHK Apartment for Sale in Cherlapalli Hyderabad,,Cherlapalli,Hyderabad,IN,₹1.20 Cr,,17.4637434,78.594704,2.0,Apartment,konda,,https://www.magicbricks.com/propertyDetails/2-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Cherlapalli-in-Hyderabad&id=4d423636303434373535
1287,2 BHK Apartment for Sale in Kistareddypet Hyderabad,,Kistareddypet,Hyderabad,IN,₹60 Lac,,17.5422059,78.2956215,2.0,Apartment,ammireddy satti,"EastFacing Flat for Sale Beeramguda Kistareddypet, Hyderabad2.5yearold wellmaintained Eastfacing flat 1150 sft 4th Floor Standalone building Lift Car parking available Bore water Manjeera water available Generator power backup availableGood ventilation, vastucompliant, peaceful residential areaAll documents clearBank loan available can be closed during sale Expected price 60 Lakhs slightly negotiable Genuine buyers OR brokers only",https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Kistareddypet-in-Hyderabad&id=4d423832393631313135
1288,2 BHK Apartment for Sale in Triveni Nagar Kanchan Bagh Hyderabad,,Triveni Nagar Kanchan Bagh,Hyderabad,IN,₹60 Lac,"₹5,714 per sqft",17.318618774414062,78.5158920288086,2.0,Apartment,Sripad Mansabdar,"Multistorey apartment is available for sale. It covered area of 1050 sq-ft, it is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-Triveni-Nagar-Kanchan-Bagh-in-Hyderabad&id=4d423733393231343139
1289,2 BHK Apartment for Sale in Suraram Hyderabad,,Suraram,Hyderabad,IN,₹70 Lac,"₹5,937 per sqft",17.543615341186523,78.43877410888672,2.0,Apartment,D Srinivasareddy,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1179-Sq-ft-Multistorey-Apartment-FOR-Sale-Suraram-in-Hyderabad&id=4d423832393736363639
1290,"2 BHK House for Sale in Champapet, Koti Hyderabad",,Champapet,Hyderabad,IN,₹3.18 Cr,"₹11,111 per sqft",17.397174835205078,78.59654998779297,2.0,SingleFamilyResidence,K Ramesh,"Home buyers an impeccably designed 2 BHK residential house is available for sale in Champapet, Hyderabad. This ready-to-move-in property comes with a freehold type of ownership so without giving it a second thought seize this opportunity.Property SpecificationsBuilt over a land area of 318 sqyrds, this 2 BHK residential house is an ideal dwelling for families with kidselderly people as it is on the ground floor. The house comes unfurnished however necessary electrical fixtures are available. So, potential buyers will have complete liberty of furnishing and personalising the house according to their tastes.Bright and airy this house encompasses 2 bedrooms, 2 bathrooms 1 attached, 1 common, a living cum dining area, a puja room, and a kitchen with piped gas connection. There is also a utility area with the kitchen so residents get comfortable space to carry out daily chores.Further mosaic tiles are used for the flooring of all the rooms keeping in mind durability and easy maintenance.FacilitiesResidents can relax when it comes to the safety of vehicles as parking is available within the gate. The house is also supported by an uninterrupted water supply so residents will not face a shortage of water.LocalitySituated near Gandhi Statue, this property is close to amenities like hospitals, banks and ATMs. Krishnaveni Talent School is just opposite the house so kids education will not be a concern. Residents can easily find things required on a daily basis as the local market is within 1-1.5km.Accessing other parts of the city will not be a constraint as public transport is easily available to and from this area. For long-distance travelling Secunderabad Railway Station is available at 10km.",https://www.magicbricks.com/propertyDetails/2-BHK-318-Sq-yrd-Residential-House-FOR-Sale-Champapet-in-Hyderabad&id=4d423637303832303533
1291,2 BHK Apartment for Sale in Shanthi Nagar Patancheruvu Hyderabad,,Shanti Nagar Colony,Hyderabad,IN,₹35 Lac,"₹3,111 per sqft",17.526288986206055,78.26571655273438,2.0,Apartment,Sundeep Goud,"Multistorey apartment is available for sale. It has covered area 1125 sq-ft, it is east facing, corner flat, with safety grill all over, have sit out for one of the bedroom and wash area for kitchen, ready to occupy, exposure to sunlight in hall in day time, well aerated, near Bolarum Railway Station and Bus Stop within half km and full ground water.",https://www.magicbricks.com/propertyDetails/2-BHK-1125-Sq-ft-Multistorey-Apartment-FOR-Sale-Shanti-Nagar-Colony-in-Hyderabad&id=4d423332313732363337
1292,2 BHK Apartment for Sale in Manikonda Jagir Hyderabad,9 star,Manikonda,Hyderabad,IN,₹74 Lac,"₹6,167 per sqft",17.40932463,78.37617614,2.0,Apartment,supriya,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Manikonda-in-Hyderabad&id=4d423832393838333433
1293,2 BHK Apartment for Sale in Nizampet Hyderabad,Sai Balaji Kakatiya Residency,Nizampet,Hyderabad,IN,₹48 Lac,"₹4,000 per sqft",17.5177951,78.3795416,2.0,Apartment,Nagoor,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Nizampet-in-Hyderabad&id=4d423733313335323931
1294,2 BHK Apartment for Sale in Classic Elegant apartment Hyderabad,,,Hyderabad,IN,₹55 Lac,"₹5,238 per sqft",,,2.0,Apartment,Neepa Masrani,"Multistory apartment is available for sale. It covered area of 1050 sq-ft, it is a good location. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423736333434373439
1295,2 BHK House for Sale in Gurram Guda Hyderabad,,Gurram Guda,Hyderabad,IN,₹80 Lac,"₹6,536 per sqft",17.4068603515625,78.56828308105469,2.0,SingleFamilyResidence,PADMA REDDY,Individual house is available for sale. It is a good location property. Please contact for more details.,https://www.magicbricks.com/propertyDetails/2-BHK-136-Sq-yrd-Residential-House-FOR-Sale-Gurram-Guda-in-Hyderabad&id=4d423538323534383231
